Filename,0 Degrees,45 Degrees,90 Degrees,135 Degrees,180 Degrees,225 Degrees,270 Degrees,315 Degrees
265439.jpg,1097.9101880552892,1053.538474677876,861.5668843720237,992.8417108931662,1097.9101880552892,1053.538474677876,861.5668843720237,992.8417108931662
234676.jpg,4108.196641128301,4184.998497004838,2571.577063740253,3246.0415992497947,4108.196641128301,4184.998497004838,2571.577063740253,3246.0415992497947
9223372032559845046.jpg,2201.084407073717,2050.7259346677606,1441.768787079532,1760.9122285443482,2201.084407073717,2050.7259346677606,1441.768787079532,1760.9122285443482
235391.jpg,2664.753779502277,2901.7847933874455,2539.897846237253,2814.786651883811,2664.753779502277,2901.7847933874455,2539.897846237253,2814.786651883811
358633.jpg,1214.7695290800718,1287.620806653191,921.6278722045313,911.167603375261,1214.7695290800718,1287.620806653191,921.6278722045313,911.167603375261
358627.jpg,823.2033374039831,740.7111161257967,535.3195189397362,646.9858960254381,823.2033374039831,740.7111161257967,535.3195189397362,646.9858960254381
235385.jpg,1015.2269210723164,1106.2005666512332,885.0965258305815,986.4610617924459,1015.2269210723164,1106.2005666512332,885.0965258305815,986.4610617924459
9223372032559845052.jpg,1280.2752158915612,1309.5625943532377,1028.3256413219851,987.1836013982108,1280.2752158915612,1309.5625943532377,1028.3256413219851,987.1836013982108
235434.jpg,2116.8821554995025,2380.6500459604695,2306.681154962027,2337.1990632814804,2116.8821554995025,2380.6500459604695,2306.681154962027,2337.1990632814804
189213.jpg,1899.9988783595525,1938.9510295375176,2001.2478372547569,2066.8799295660024,1899.9988783595525,1938.9510295375176,2001.2478372547569,2066.8799295660024
235352.jpg,2832.5221428180485,3137.63641032494,2781.9280871489727,3190.884004001295,2832.5221428180485,3137.63641032494,2781.9280871489727,3190.884004001295
235346.jpg,1410.7923133777183,1535.0200567238098,1301.5152571260319,1393.5613128877958,1410.7923133777183,1535.0200567238098,1301.5152571260319,1393.5613128877958
189207.jpg,2822.38493458147,2874.049964397343,2536.2552990294603,2520.059551557751,2822.38493458147,2874.049964397343,2536.2552990294603,2520.059551557751
303838.jpg,2079.2223327344677,2167.1125146045238,2123.8840978087337,2247.9813680359302,2079.2223327344677,2167.1125146045238,2123.8840978087337,2247.9813680359302
235420.jpg,6838.204702766205,7199.582058892846,6869.295416181863,7120.885730606413,6838.204702766205,7199.582058892846,6869.295416181863,7120.885730606413
266736.jpg,4764.079745063392,4699.848031950496,3596.4419930543195,3988.4583502874334,4764.079745063392,4699.848031950496,3596.4419930543195,3988.4583502874334
235408.jpg,4087.553632223008,4476.6943898316895,3863.9250221961015,4179.279608208494,4087.553632223008,4476.6943898316895,3863.9250221961015,4179.279608208494
9223372032559882294.jpg,2884.3764030757034,2749.599887623395,1920.9002267569556,2420.69712376609,2884.3764030757034,2749.599887623395,1920.9002267569556,2420.69712376609
234716.jpg,1351.782477991373,1339.436419149452,1050.9186104727153,1259.1115788216002,1351.782477991373,1339.436419149452,1050.9186104727153,1259.1115788216002
358814.jpg,1494.3797070315948,1608.8984731561588,1477.0401679803435,1360.3256615735309,1494.3797070315948,1608.8984731561588,1477.0401679803435,1360.3256615735309
234702.jpg,1621.6762850301773,1971.92506056781,2050.2217193166603,1831.0034259984443,1621.6762850301773,1971.92506056781,2050.2217193166603,1831.0034259984443
266722.jpg,2899.983123019726,2714.5629096635207,2591.8439109589413,2901.070094537304,2899.983123019726,2714.5629096635207,2591.8439109589413,2901.070094537304
9223372032559885060.jpg,2515.648887548703,2903.18950295227,2246.310572630451,2937.242260133832,2515.648887548703,2903.18950295227,2246.310572630451,2937.242260133832
348144.jpg,1317.7692297294357,1253.9669235181336,1032.6919779611922,1304.1443916984178,1317.7692297294357,1253.9669235181336,1032.6919779611922,1304.1443916984178
294749.jpg,1055.8054590753545,1016.3882906559408,869.0930003231139,918.6089877693381,1055.8054590753545,1016.3882906559408,869.0930003231139,918.6089877693381
9223372032559885074.jpg,1793.4683575269748,1981.8486481997822,2475.439117006242,2386.666488224687,1793.4683575269748,1981.8486481997822,2475.439117006242,2386.666488224687
9223372032559885048.jpg,3297.4277902202634,3681.263040242766,1976.5118341799632,3841.929184665236,3297.4277902202634,3681.263040242766,1976.5118341799632,3841.929184665236
185159.jpg,595.2402362083849,547.1190756126035,520.9288545859766,579.6614813374666,595.2402362083849,547.1190756126035,520.9288545859766,579.6614813374666
9223372032559852937.jpg,820.4867230870266,786.892073160626,639.8902873526317,658.2400995973511,820.4867230870266,786.892073160626,639.8902873526317,658.2400995973511
248839.jpg,1282.1097726136088,2012.400904009981,2436.904769157171,1937.9413997006352,1282.1097726136088,2012.400904009981,2436.904769157171,1937.9413997006352
185171.jpg,835.0597461101794,806.8336941525521,695.0798746335701,717.6057872580649,835.0597461101794,806.8336941525521,695.0798746335701,717.6057872580649
248811.jpg,1928.1368582777231,2511.9265983469027,2521.487534206533,2354.013696171065,1928.1368582777231,2511.9265983469027,2521.487534206533,2354.013696171065
248805.jpg,4181.329108869804,4704.105149732874,5158.375814179847,5360.582748389602,4181.329108869804,4704.105149732874,5158.375814179847,5360.582748389602
185165.jpg,1552.1611529338948,1962.1119874748545,1870.7047439821904,1856.8041069807346,1552.1611529338948,1962.1119874748545,1870.7047439821904,1856.8041069807346
192419.jpg,1809.0124385927948,1839.6851030202463,1524.0352103570117,1679.9496782485066,1809.0124385927948,1839.6851030202463,1524.0352103570117,1679.9496782485066
248813.jpg,2606.7556212925447,2920.7806311866184,2934.4771337080306,3030.3805257946146,2606.7556212925447,2920.7806311866184,2934.4771337080306,3030.3805257946146
185173.jpg,2658.564515645929,2998.563534369818,2759.963526652234,2708.7493402419786,2658.564515645929,2998.563534369818,2759.963526652234,2708.7493402419786
185167.jpg,387.72557091822426,394.0176957860592,323.39211720612747,366.338841234074,387.72557091822426,394.0176957860592,323.39211720612747,366.338841234074
248807.jpg,3697.012623063456,5240.794602568515,5355.887779225946,4841.884619675753,3697.012623063456,5240.794602568515,5355.887779225946,4841.884619675753
9223372032559852909.jpg,1311.2550110390357,1122.0822627492203,853.9904083212637,937.357256817439,1311.2550110390357,1122.0822627492203,853.9904083212637,937.357256817439
267172.jpg,5015.131244870478,5095.602316718308,4356.332484580688,5015.508921447014,5015.131244870478,5095.602316718308,4356.332484580688,5015.508921447014
