Filename,0 Degrees,45 Degrees,90 Degrees,135 Degrees,180 Degrees,225 Degrees,270 Degrees,315 Degrees
9223372032559829360.jpg,2525.7771800938967,2893.7666715886794,2772.1272916947228,2644.077021530823,2525.7771800938967,2893.7666715886794,2772.1272916947228,2644.077021530823
9223372032559857872.jpg,3282.851432202453,3644.421286661749,2113.2733979166856,3550.04137416801,3282.851432202453,3644.421286661749,2113.2733979166856,3550.04137416801
220574.jpg,2776.896158715701,2940.1200583265536,2827.6553979466644,2932.8802658911127,2776.896158715701,2940.1200583265536,2827.6553979466644,2932.8802658911127
198653.jpg,2500.4079079776957,2724.721430351304,2700.0662168060367,2910.644405522736,2500.4079079776957,2724.721430351304,2700.0662168060367,2910.644405522736
362753.jpg,1402.1397098612554,1512.065683207019,1404.2859083594112,1346.2669043459937,1402.1397098612554,1512.065683207019,1404.2859083594112,1346.2669043459937
220212.jpg,1873.725621688561,2755.9857960979894,2508.1518743942206,2757.3021360095727,1873.725621688561,2755.9857960979894,2508.1518743942206,2757.3021360095727
198135.jpg,2210.8161078130584,2233.7154022335217,1940.7837374063322,1862.3291978826446,2210.8161078130584,2233.7154022335217,1940.7837374063322,1862.3291978826446
9223372032559829406.jpg,1117.1293282448185,1164.499969382822,1209.4179239656983,1204.0642371015642,1117.1293282448185,1164.499969382822,1209.4179239656983,1204.0642371015642
9223372032559829412.jpg,1402.82246951699,1476.7287969539302,1545.149116382049,1521.16031468786,1402.82246951699,1476.7287969539302,1545.149116382049,1521.16031468786
220206.jpg,2095.5030293322375,2879.605440234736,2999.9035148162857,2839.4715407815015,2095.5030293322375,2879.605440234736,2999.9035148162857,2839.4715407815015
362747.jpg,4111.119486250696,4028.856454709652,3919.0158266379804,4026.6570900156153,4111.119486250696,4028.856454709652,3919.0158266379804,4026.6570900156153
198121.jpg,1303.6718021897923,1217.2707790602963,1221.7230831721963,1415.8620727406656,1303.6718021897923,1217.2707790602963,1221.7230831721963,1415.8620727406656
220560.jpg,696.3202195871397,591.7222486250226,490.0371724139408,673.1603729602193,696.3202195871397,591.7222486250226,490.0371724139408,673.1603729602193
198647.jpg,5587.027580309686,4938.219111781248,3522.824326212334,4652.466522340788,5587.027580309686,4938.219111781248,3522.824326212334,4652.466522340788
229222.jpg,2353.4967448267084,2129.896179246095,1966.9123203457773,2296.264452831047,2353.4967448267084,2129.896179246095,1966.9123203457773,2296.264452831047
9223372032559829374.jpg,3862.010154550689,4041.568195897168,3599.9720737540115,3838.080025689942,3862.010154550689,4041.568195897168,3599.9720737540115,3838.080025689942
9223372032559883389.jpg,4581.452306078987,4616.977675966785,3617.3212519300673,3987.1892544184593,4581.452306078987,4616.977675966785,3617.3212519300673,3987.1892544184593
273886.jpg,1855.9033949201191,2160.6634172467543,2052.1169117788922,1783.059506473779,1855.9033949201191,2160.6634172467543,2052.1169117788922,1783.059506473779
9223372032559857866.jpg,4634.085883987656,4648.102447434193,3030.188494217283,3286.698211616252,4634.085883987656,4648.102447434193,3030.188494217283,3286.698211616252
220548.jpg,1193.1869512937399,962.4763508509193,989.4783116204752,1234.8994895751864,1193.1869512937399,962.4763508509193,989.4783116204752,1234.8994895751864
199217.jpg,1258.0205447271362,1639.746612131978,1206.9454875523816,1647.0249174443163,1258.0205447271362,1639.746612131978,1206.9454875523816,1647.0249174443163
189004.jpg,691.7067702157908,839.07069374805,716.2857557834927,724.0875153024732,691.7067702157908,839.07069374805,716.2857557834927,724.0875153024732
198109.jpg,1601.5197426053214,1820.5069168684681,1456.3854536065232,1079.2642147813006,1601.5197426053214,1820.5069168684681,1456.3854536065232,1079.2642147813006
199203.jpg,4844.63923790799,5721.448261359686,5400.661071071798,5252.853491617298,4844.63923790799,5721.448261359686,5400.661071071798,5252.853491617298
