Filename,Red,Green,Blue
209867.jpg,60,34,11
344973.jpg,0,0,4
228117.jpg,218,208,206
187994.jpg,40,40,28
196641.jpg,29,38,45
201585.jpg,0,0,0
194056.jpg,255,255,255
204416.jpg,0,3,12
214605.jpg,49,39,30
202067.jpg,255,255,255
196872.jpg,211,212,217
250721.jpg,255,255,255
204370.jpg,1,4,11
204364.jpg,23,17,17
209898.jpg,176,140,90
250735.jpg,41,38,45
204402.jpg,34,23,27
214611.jpg,10,8,13
202073.jpg,255,255,255
196696.jpg,245,247,246
201552.jpg,255,255,255
360812.jpg,255,255,255
214639.jpg,15,20,24
194081.jpg,10,10,12
193936.jpg,4,5,10
250709.jpg,28,0,0
346619.jpg,234,227,217
360806.jpg,0,0,0
194095.jpg,248,248,250
193922.jpg,3,3,5
196682.jpg,17,21,33
201546.jpg,255,255,255
197013.jpg,5,7,4
362546.jpg,234,230,221
238890.jpg,35,20,17
9223372032559859492.jpg,137,137,137
201977.jpg,255,255,255
9223372032559875178.jpg,244,239,220
364889.jpg,45,52,62
201963.jpg,3,0,0
9223372032559849695.jpg,200,186,160
289281.jpg,217,214,207
9223372032559859486.jpg,172,162,126
362552.jpg,215,209,197
197007.jpg,222,231,228
238884.jpg,193,178,173
364123.jpg,103,86,70
238674.jpg,245,250,230
201793.jpg,255,255,255
363102.jpg,0,0,0
196457.jpg,18,17,22
9223372032559875144.jpg,0,2,0
9223372032559828257.jpg,255,255,255
361701.jpg,245,229,232
9223372032559828243.jpg,255,255,243
201787.jpg,0,0,0
9223372032559822008.jpg,7,7,7
196443.jpg,25,26,28
363116.jpg,17,15,16
9223372032559875150.jpg,233,230,215
238853.jpg,35,35,35
362585.jpg,248,237,219
9223372032559859451.jpg,2,2,2
201778.jpg,44,44,44
238847.jpg,25,20,16
9223372032559828294.jpg,0,0,0
9223372032559875187.jpg,0,2,0
201988.jpg,0,1,0
364876.jpg,22,11,7
201750.jpg,255,255,255
196494.jpg,149,98,94
201744.jpg,0,0,0
196480.jpg,150,154,131
205522.jpg,28,8,9
9223372032559828280.jpg,0,0,0
9223372032559859479.jpg,197,217,216
362432.jpg,183,168,147
346584.jpg,0,0,2
361885.jpg,222,222,222
362354.jpg,196,184,162
228249.jpg,36,30,32
201803.jpg,0,0,0
362340.jpg,241,236,230
9223372032559875018.jpg,0,2,0
201817.jpg,248,248,248
191264.jpg,25,10,7
361891.jpg,225,224,194
9223372032559883956.jpg,2,0,1
188053.jpg,19,14,18
238728.jpg,236,225,180
362426.jpg,195,182,163
9223372032559878272.jpg,61,64,57
238700.jpg,216,217,211
362368.jpg,50,40,39
9223372032559875030.jpg,235,230,211
279984.jpg,222,200,176
363076.jpg,30,20,18
205481.jpg,231,239,241
205495.jpg,0,0,0
214598.jpg,10,8,13
9223372032559875024.jpg,236,229,203
228261.jpg,108,41,0
191258.jpg,27,18,19
9223372032559825613.jpg,3,0,0
279990.jpg,215,197,173
363062.jpg,23,22,27
196537.jpg,28,28,28
238714.jpg,223,218,186
9223372032559878266.jpg,195,186,187
9223372032559884036.jpg,161,170,165
9223372032559883981.jpg,152,169,163
188084.jpg,0,0,0
364080.jpg,61,45,22
363089.jpg,0,0,0
201618.jpg,0,0,0
362397.jpg,90,78,62
9223372032559859525.jpg,63,56,50
214573.jpg,38,8,0
361846.jpg,214,198,165
9223372032559859531.jpg,25,22,17
9223372032559868934.jpg,221,209,193
214567.jpg,162,174,226
360594.jpg,255,255,253
361852.jpg,5,0,6
9223372032559884022.jpg,36,36,36
