Filename,Red,Green,Blue
9223372032559834196.jpg,96,66,38
9223372032559868825.jpg,4,0,0
9223372032559868831.jpg,27,26,22
9223372032559833835.jpg,251,255,255
9223372032559834182.jpg,254,254,254
9223372032559869468.jpg,255,255,255
9223372032559869454.jpg,255,255,255
9223372032559833955.jpg,1,1,1
9223372032559868951.jpg,52,44,41
9223372032559868945.jpg,202,93,36
9223372032559833941.jpg,226,228,241
9223372032559858138.jpg,154,176,226
9223372032559868574.jpg,69,23,0
365674.jpg,229,214,173
9223372032559833570.jpg,36,20,7
9223372032559833564.jpg,41,36,42
365660.jpg,241,224,196
9223372032559868560.jpg,230,241,247
9223372032559868548.jpg,107,32,39
9223372032559834223.jpg,21,20,25
9223372032559873815.jpg,235,239,238
9223372032559873801.jpg,194,139,59
9223372032559873800.jpg,168,105,0
9223372032559873814.jpg,245,206,77
9223372032559858313.jpg,255,255,255
9223372032559868549.jpg,255,255,255
9223372032559834222.jpg,19,19,19
9223372032559833565.jpg,4,0,0
9223372032559868561.jpg,30,25,21
365661.jpg,0,0,0
365675.jpg,255,222,151
9223372032559868575.jpg,2,4,17
9223372032559833571.jpg,246,247,252
9223372032559868944.jpg,13,3,2
9223372032559858139.jpg,100,93,85
9223372032559833940.jpg,0,2,0
9223372032559833954.jpg,255,255,236
9223372032559868950.jpg,255,255,255
9223372032559869455.jpg,253,255,254
9223372032559869469.jpg,188,184,139
9223372032559868830.jpg,255,255,255
9223372032559834183.jpg,30,26,25
9223372032559833834.jpg,245,255,255
9223372032559834197.jpg,74,68,56
9223372032559868818.jpg,255,255,255
9223372032559833613.jpg,1,1,1
9223372032559834168.jpg,10,11,6
9223372032559833607.jpg,144,144,144
9223372032559868603.jpg,244,249,243
9223372032559858273.jpg,154,180,229
9223372032559873790.jpg,4,0,0
9223372032559873784.jpg,1,0,0
9223372032559858267.jpg,255,255,255
9223372032559874000.jpg,255,254,255
365729.jpg,248,203,0
9223372032559874014.jpg,255,255,255
9223372032559873753.jpg,225,221,192
365715.jpg,64,64,54
9223372032559873747.jpg,153,162,179
365701.jpg,251,253,240
365718.jpg,52,42,40
9223372032559858281.jpg,223,247,251
365724.jpg,43,32,30
