Filename,Channel 1 Mean,Channel 1 Standard Deviation,Channel 1 Skewness,Channel 2 Mean,Channel 2 Standard Deviation,Channel 2 Skewness,Channel 3 Mean,Channel 3 Standard Deviation,Channel 3 Skewness,Color Richness,Color Palette 1 Red,Color Palette 1 Green,Color Palette 1 Blue,Color Palette 2 Red,Color Palette 2 Green,Color Palette 2 Blue,Color Palette 3 Red,Color Palette 3 Green,Color Palette 3 Blue,Color Palette 4 Red,Color Palette 4 Green,Color Palette 4 Blue,Color Palette 5 Red,Color Palette 5 Green,Color Palette 5 Blue
214809.jpg,120.601773130545,45.56825167937173,-0.18015806578609694,6.406145754119138,6.741744423348976,32.94162376279779,14.128378960709759,3.5512841296057673,3.2948443025915575,0.03105703422053232,133.83040935672514,110.4093567251462,89.18713450292398,187.979274611399,171.2176165803109,151.26424870466323,63.19072164948459,45.47938144329896,31.530927835051564,100.25000000000003,79.00909090909092,60.33636363636366,165.5630630630631,142.0,118.0765765765766
9223372032559862177.jpg,195.7862126177374,49.85550953890867,-0.8213419078750069,82.36348646921824,111.62271630455244,0.8840146944687469,24.39565427976669,8.605575285957672,0.2986938529988595,0.27112574455368,130.49557522123894,81.77876106194695,48.40707964601775,216.72611464968153,178.85987261146497,130.12738853503183,179.18226600985219,132.81280788177344,86.60591133004932,250.60799999999998,244.69600000000003,215.1080000000001,239.1985559566787,223.4007220216607,183.8736462093863
9223372032559862163.jpg,89.9762932206805,33.754796860687975,0.27989122077739065,61.59311891830601,107.53782216260662,1.2289415942584034,179.94568335237184,106.00179083498,-0.9736341965298496,0.005978840052740895,91.84375,70.453125,31.34374999999998,133.1538461538461,132.603550295858,129.08284023668642,43.35599999999996,47.16400000000002,49.019999999999996,95.50972762645912,100.37354085603116,115.64202334630352,65.20384615384613,71.91153846153848,91.51538461538462
214835.jpg,114.91554828150574,44.35357952683654,-0.29422240766184893,15.081852700490998,18.945986986299058,9.155487545882409,21.941715220949263,27.39768260364065,7.689713154257127,0.13189689034369886,49.129310344827545,34.11206896551724,29.870689655172434,94.61421319796952,59.39086294416243,47.42131979695435,191.80693069306926,158.3960396039604,124.25247524752481,145.16740088105726,81.54625550660792,63.05726872246696,157.65503875968992,126.07751937984494,99.27131782945739
258395.jpg,105.14846489641532,57.60093939885721,0.3919459368622947,108.72510200125855,120.92988348699149,0.32337445706778106,139.61264535776542,114.01415015044925,-0.21979426923670303,0.1071572873739573,214.84444444444443,210.25555555555556,195.73333333333335,172.8705035971223,153.85611510791364,125.12230215827336,104.99999999999999,136.8765432098765,173.0740740740741,79.81040892193309,93.31226765799258,106.1263940520446,45.464705882352945,38.682352941176525,43.300000000000125
258381.jpg,108.03675375713615,55.74035014718686,0.8024517525901445,185.7649626087769,106.97313267737746,-1.094407129411634,81.78994720650967,104.92098233974556,0.8892540512400747,0.13821634333110272,162.32075471698116,161.52830188679243,160.71698113207546,219.2173913043478,220.5739130434783,212.02608695652162,108.1186440677966,114.9322033898305,103.33898305084746,35.90909090909088,50.8496503496504,41.37062937062928,78.28481012658227,82.75949367088606,60.05379746835439
214821.jpg,97.54825663716814,36.83430610435753,0.6894261034990994,35.102,76.83754669491701,2.469217630176611,106.251603034134,111.04654998490099,0.3890551647714642,0.08926675094816688,193.65853658536582,187.04878048780486,174.5609756097561,103.25925925925925,113.12962962962962,138.87037037037038,67.65682656826567,52.72693726937268,47.85608856088565,152.8669064748202,103.37410071942443,74.74460431654674,69.14238410596026,78.2549668874172,99.7980132450331
9223372032559862639.jpg,84.1786078108986,35.52287176774828,0.18342977634834706,26.90470617013305,71.30055322999145,2.8604352909406456,32.727785879941415,10.543710071697697,0.808006570862076,0.11227740982601507,162.6904761904762,140.47619047619048,72.46428571428571,39.72185430463579,30.23841059602651,8.357615894039728,128.64788732394368,106.93896713615025,37.323943661971825,99.35521235521236,76.84555984555985,11.911196911196903,74.01023890784984,55.80546075085326,9.631399317406133
260839.jpg,132.5562897862233,44.62195411122895,-0.1522158633656875,139.86683135391925,123.32437969500123,-0.1887328521286632,97.18657482185273,116.72154638009556,0.536129819898086,0.15306413301662708,52.34210526315792,48.17543859649119,49.114035087719316,187.4418604651163,198.99999999999994,204.69767441860466,148.14754098360655,162.8852459016393,170.95628415300547,136.12589928057554,128.98920863309354,118.55395683453237,93.29054054054056,88.30743243243239,79.98648648648651
258418.jpg,160.05201092765574,46.1993434039116,-0.601966936457168,19.752335238702226,17.11600761038674,8.008501558068147,50.850923805161095,8.863447092258747,1.887666876263259,0.044670610182769355,168.48837209302323,87.19379844961236,23.031007751938,117.63013698630132,43.10958904109587,9.952054794520599,199.52105263157895,129.33157894736843,39.65789473684211,219.18018018018014,162.81081081081078,65.65315315315316,237.59744408945681,198.44728434504793,108.28753993610232
